candidate_id,name,primary_family,primary_title,years_experience,seniority,location,work_authorization,domain,top_skills,education_level,degree_major,last_updated,resume_text
CAND-1067,Priya Lee,backend,Software Engineer,11,Senior,"Dallas, TX",Requires Sponsorship,Logistics,Docker;Flask;Java;Kafka;Kubernetes;Microservices;Node.js;PostgreSQL;gRPC,BS,Statistics,2025-09-07,"Priya Lee — Senior Software Engineer
    Location: Dallas, TX
    Summary: Senior Software Engineer with 11 years of experience in Logistics. Strong in Docker, Flask, Java, Kafka.

    Experience:
    Umbrella Health (Logistics) — Senior Software Engineer
    - Designed monitoring alerts for FinTech clients, improving key metrics by 35%.
- Optimized forecasting pipelines for E-commerce clients, improving key metrics by 35%.
- Delivered fraud detection models for FinTech clients, improving key metrics by 25%.
- Built monitoring alerts for Healthcare clients, improving key metrics by 3x.
- Tech: AWS, Django, Terraform, Node.js, FastAPI.

    Skills: Docker, Flask, Java, Kafka, Kubernetes, Microservices, Node.js, PostgreSQL, gRPC
    Education: BS in Statistics"
CAND-1068,Emma Smith,data_analyst,Analytics Engineer,5,Mid,"New York, NY",Green Card,Logistics,A/B testing;BigQuery;Data modeling;ETL;Excel;Jupyter;Power BI;SQL;dbt,PhD,Mathematics,2025-03-26,"Emma Smith — Senior Data Analyst
    Location: New York, NY
    Summary: Senior Data Analyst with 5 years of experience in Logistics. Strong in A/B testing, BigQuery, Data modeling, ETL.

    Experience:
    Hooli (Logistics) — Senior Data Analyst
    - Improved fraud detection models for Healthcare clients, improving key metrics by 35%.
- Implemented experiment frameworks for Retail clients, improving key metrics by 35%.
- Automated LLM-powered assistants for E-commerce clients, improving key metrics by 3x.
- Optimized API services for Insurance clients, improving key metrics by 35%.
- Analyzed retrieval pipelines for FinTech clients, improving key metrics by 10%.
- Tech: ETL, Statistics, Jupyter, Dashboarding, Data modeling.

    Skills: A/B testing, BigQuery, Data modeling, ETL, Excel, Jupyter, Power BI, SQL, dbt
    Education: PhD in Mathematics"
CAND-1069,Liam Jackson,ml_engineer,Senior ML Engineer,12,Senior,"Chicago, IL",F1 OPT,Cybersecurity,AWS;Docker;FAISS;LangChain;Model deployment;Monitoring;Pinecone;PyTorch;Python;RAG;scikit-learn,Bootcamp,Electrical Engineering,2025-08-07,"Liam Jackson — Senior ML Engineer
    Location: Chicago, IL
    Summary: Senior ML Engineer with 12 years of experience in Cybersecurity. Strong in AWS, Docker, FAISS, LangChain.

    Experience:
    Wonka Digital (Cybersecurity) — Senior ML Engineer
    - Built retrieval pipelines for FinTech clients, improving key metrics by 35%.
- Deployed fraud detection models for FinTech clients, improving key metrics by 20%.
- Migrated customer segmentation for Media clients, improving key metrics by 10%.
- Tech: CI/CD, SageMaker, FastAPI, PyTorch, Chroma.

    Skills: AWS, Docker, FAISS, LangChain, Model deployment, Monitoring, Pinecone, PyTorch, Python, RAG, scikit-learn
    Education: Bootcamp in Electrical Engineering"
CAND-1070,Lucas Smith,ml_engineer,Applied Scientist,8,Senior,"Chicago, IL",No Sponsorship Needed,E-commerce,AWS;Azure;CI/CD;FastAPI;Feature engineering;Kubernetes;LangChain;Pinecone;PyTorch;TensorFlow;Vector databases;scikit-learn,Bootcamp,Electrical Engineering,2026-01-13,"Lucas Smith — Applied Scientist
    Location: Chicago, IL
    Summary: Applied Scientist with 8 years of experience in E-commerce. Strong in AWS, Azure, CI/CD, FastAPI.

    Experience:
    Initech (E-commerce) — Applied Scientist
    - Built monitoring alerts for FinTech clients, improving key metrics by 2x.
- Implemented forecasting pipelines for Media clients, improving key metrics by 3x.
- Analyzed experiment frameworks for E-commerce clients, improving key metrics by 10%.
- Tech: Model deployment, MLflow, GCP, scikit-learn, Python.

    Skills: AWS, Azure, CI/CD, FastAPI, Feature engineering, Kubernetes, LangChain, Pinecone, PyTorch, TensorFlow, Vector databases, scikit-learn
    Education: Bootcamp in Electrical Engineering"
CAND-1071,Aria Martinez,genai,LLM Engineer,1,Junior,"San Francisco, CA",Requires Sponsorship,Healthcare,Azure OpenAI;Chroma;Docker;FastAPI;Guardrails;LLMs;LangGraph;Pinecone;Prompt engineering;Python;Vector databases,Associate,Mathematics,2025-12-13,"Aria Martinez — GenAI Engineer
    Location: San Francisco, CA
    Summary: GenAI Engineer with 1 years of experience in Healthcare. Strong in Azure OpenAI, Chroma, Docker, FastAPI.

    Experience:
    Soylent Analytics (Healthcare) — GenAI Engineer
    - Built dashboards for FinTech clients, improving key metrics by 50%.
- Improved data quality checks for E-commerce clients, improving key metrics by 15%.
- Implemented dashboards for Insurance clients, improving key metrics by 15%.
- Tech: Vertex AI, Pinecone, Evaluation, Guardrails, Azure OpenAI.

    Skills: Azure OpenAI, Chroma, Docker, FastAPI, Guardrails, LLMs, LangGraph, Pinecone, Prompt engineering, Python, Vector databases
    Education: Associate in Mathematics"
CAND-1072,Noah Anderson,ml_engineer,Applied Scientist,5,Mid,"Austin, TX",F1 OPT,Media,AWS;CI/CD;Docker;FastAPI;LangChain;MLflow;Monitoring;PyTorch;RAG;SageMaker;TensorFlow;Vector databases;Vertex AI,BS,Electrical Engineering,2026-02-06,"Noah Anderson — Applied Scientist
    Location: Austin, TX
    Summary: Applied Scientist with 5 years of experience in Media. Strong in AWS, CI/CD, Docker, FastAPI.

    Experience:
    Umbrella Health (Media) — Applied Scientist
    - Delivered experiment frameworks for Insurance clients, improving key metrics by 10%.
- Improved data quality checks for Insurance clients, improving key metrics by 25%.
- Analyzed experiment frameworks for E-commerce clients, improving key metrics by 50%.
- Built LLM-powered assistants for Insurance clients, improving key metrics by 20%.
- Tech: Vector databases, Model deployment, Chroma, SageMaker, Python.

    Skills: AWS, CI/CD, Docker, FastAPI, LangChain, MLflow, Monitoring, PyTorch, RAG, SageMaker, TensorFlow, Vector databases, Vertex AI
    Education: BS in Electrical Engineering"
CAND-1073,Sam White,data_analyst,Senior Data Analyst,11,Senior,"San Francisco, CA",No Sponsorship Needed,Healthcare,A/B testing;Airflow;Excel;Jupyter;NumPy;PostgreSQL;Power BI;Python;Snowflake,BS,Information Systems,2025-07-14,"Sam White — BI Analyst
    Location: San Francisco, CA
    Summary: BI Analyst with 11 years of experience in Healthcare. Strong in A/B testing, Airflow, Excel, Jupyter.

    Experience:
    Wonka Digital (Healthcare) — BI Analyst
    - Designed retrieval pipelines for Media clients, improving key metrics by 35%.
- Implemented vector indexes for Healthcare clients, improving key metrics by 15%.
- Delivered retrieval pipelines for Retail clients, improving key metrics by 20%.
- Implemented fraud detection models for Logistics clients, improving key metrics by 10%.
- Automated experiment frameworks for EdTech clients, improving key metrics by 15%.
- Tech: dbt, Pandas, Data visualization, A/B testing, Excel.

    Skills: A/B testing, Airflow, Excel, Jupyter, NumPy, PostgreSQL, Power BI, Python, Snowflake
    Education: BS in Information Systems"
CAND-1074,Taylor Smith,data_analyst,Analytics Engineer,2,Junior,"Austin, TX",Green Card,E-commerce,A/B testing;Airflow;BigQuery;Jupyter;NumPy;Pandas;PostgreSQL;Power BI;Snowflake;Tableau;dbt,BS,Computer Science,2025-02-24,"Taylor Smith — BI Analyst
    Location: Austin, TX
    Summary: BI Analyst with 2 years of experience in E-commerce. Strong in A/B testing, Airflow, BigQuery, Jupyter.

    Experience:
    Acme Corp (E-commerce) — BI Analyst
    - Automated recommendation models for Insurance clients, improving key metrics by 35%.
- Automated LLM-powered assistants for Logistics clients, improving key metrics by 20%.
- Deployed recommendation models for Retail clients, improving key metrics by 20%.
- Tech: Pandas, Dashboarding, Data modeling, A/B testing, Tableau.

    Skills: A/B testing, Airflow, BigQuery, Jupyter, NumPy, Pandas, PostgreSQL, Power BI, Snowflake, Tableau, dbt
    Education: BS in Computer Science"
CAND-1075,Mia Smith,data_analyst,Senior Data Analyst,0,Junior,Remote,Requires Sponsorship,Insurance,BigQuery;Data visualization;Excel;Pandas;PostgreSQL;Python;SQL;Snowflake;Statistics,BS,Information Systems,2025-06-28,"Mia Smith — Senior Data Analyst
    Location: Remote
    Summary: Senior Data Analyst with 0 years of experience in Insurance. Strong in BigQuery, Data visualization, Excel, Pandas.

    Experience:
    Globex (Insurance) — Senior Data Analyst
    - Designed dashboards for FinTech clients, improving key metrics by 25%.
- Implemented retrieval pipelines for Retail clients, improving key metrics by 15%.
- Improved dashboards for Retail clients, improving key metrics by 15%.
- Implemented data quality checks for E-commerce clients, improving key metrics by 50%.
- Tech: Data visualization, Airflow, Pandas, Power BI, Python.

    Skills: BigQuery, Data visualization, Excel, Pandas, PostgreSQL, Python, SQL, Snowflake, Statistics
    Education: BS in Information Systems"
CAND-1076,Aarthi Davis,frontend,Frontend Engineer,8,Senior,"Atlanta, GA",Requires Sponsorship,FinTech,Accessibility;CSS;HTML;Next.js;REST APIs;React;Tailwind;Testing Library,BS,Statistics,2025-08-11,"Aarthi Davis — UI Engineer
    Location: Atlanta, GA
    Summary: UI Engineer with 8 years of experience in FinTech. Strong in Accessibility, CSS, HTML, Next.js.

    Experience:
    Soylent Analytics (FinTech) — UI Engineer
    - Automated retrieval pipelines for Retail clients, improving key metrics by 3x.
- Deployed recommendation models for EdTech clients, improving key metrics by 20%.
- Delivered fraud detection models for Logistics clients, improving key metrics by 20%.
- Built experiment frameworks for Media clients, improving key metrics by 25%.
- Tech: CSS, Cypress, Next.js, React, TypeScript.

    Skills: Accessibility, CSS, HTML, Next.js, REST APIs, React, Tailwind, Testing Library
    Education: BS in Statistics"
CAND-1077,Aria Martinez,frontend,Frontend Engineer,12,Senior,Remote,Green Card,Insurance,Accessibility;CSS;Cypress;Figma;HTML;JavaScript;Next.js;REST APIs;React;Tailwind;Testing Library;TypeScript,Associate,Electrical Engineering,2025-04-28,"Aria Martinez — Frontend Engineer
    Location: Remote
    Summary: Frontend Engineer with 12 years of experience in Insurance. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Wonka Digital (Insurance) — Frontend Engineer
    - Deployed recommendation models for FinTech clients, improving key metrics by 25%.
- Designed dashboards for Insurance clients, improving key metrics by 50%.
- Built customer segmentation for FinTech clients, improving key metrics by 25%.
- Automated retrieval pipelines for E-commerce clients, improving key metrics by 50%.
- Automated monitoring alerts for EdTech clients, improving key metrics by 2x.
- Tech: JavaScript, REST APIs, React, Cypress, Figma.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, JavaScript, Next.js, REST APIs, React, Tailwind, Testing Library, TypeScript
    Education: Associate in Electrical Engineering"
CAND-1078,Nina Smith,genai,LLM Engineer,5,Mid,"Seattle, WA",No Sponsorship Needed,Healthcare,Azure OpenAI;Chroma;Docker;FAISS;Guardrails;LangGraph;Pinecone;Prompt engineering;Vector databases;Vertex AI,Associate,Mathematics,2025-08-12,"Nina Smith — GenAI Engineer
    Location: Seattle, WA
    Summary: GenAI Engineer with 5 years of experience in Healthcare. Strong in Azure OpenAI, Chroma, Docker, FAISS.

    Experience:
    Initech (Healthcare) — GenAI Engineer
    - Deployed monitoring alerts for E-commerce clients, improving key metrics by 10%.
- Implemented monitoring alerts for Retail clients, improving key metrics by 20%.
- Delivered dashboards for EdTech clients, improving key metrics by 2x.
- Delivered fraud detection models for Cybersecurity clients, improving key metrics by 35%.
- Tech: Vector databases, Vertex AI, Prompt engineering, RAG, Chroma.

    Skills: Azure OpenAI, Chroma, Docker, FAISS, Guardrails, LangGraph, Pinecone, Prompt engineering, Vector databases, Vertex AI
    Education: Associate in Mathematics"
CAND-1079,Noah White,data_analyst,Senior Data Analyst,11,Senior,"New York, NY",F1 OPT,Cybersecurity,A/B testing;BigQuery;Data visualization;Excel;Power BI;Python;Snowflake;Statistics,BS,Computer Science,2025-07-01,"Noah White — Analytics Engineer
    Location: New York, NY
    Summary: Analytics Engineer with 11 years of experience in Cybersecurity. Strong in A/B testing, BigQuery, Data visualization, Excel.

    Experience:
    Initech (Cybersecurity) — Analytics Engineer
    - Improved LLM-powered assistants for Media clients, improving key metrics by 3x.
- Migrated ETL pipelines for Insurance clients, improving key metrics by 25%.
- Implemented forecasting pipelines for FinTech clients, improving key metrics by 35%.
- Deployed dashboards for Logistics clients, improving key metrics by 3x.
- Tech: Tableau, Excel, dbt, Looker, BigQuery.

    Skills: A/B testing, BigQuery, Data visualization, Excel, Power BI, Python, Snowflake, Statistics
    Education: BS in Computer Science"
CAND-1080,Jordan Harris,frontend,Frontend Engineer,1,Junior,"New York, NY",Green Card,Cybersecurity,Accessibility;CSS;Cypress;Figma;HTML;JavaScript;Next.js;REST APIs;React;Redux;Tailwind;Testing Library;TypeScript,PhD,Data Science,2025-12-23,"Jordan Harris — Frontend Engineer
    Location: New York, NY
    Summary: Frontend Engineer with 1 years of experience in Cybersecurity. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Hooli (Cybersecurity) — Frontend Engineer
    - Analyzed forecasting pipelines for FinTech clients, improving key metrics by 2x.
- Automated dashboards for Healthcare clients, improving key metrics by 15%.
- Deployed vector indexes for Insurance clients, improving key metrics by 25%.
- Designed dashboards for E-commerce clients, improving key metrics by 50%.
- Deployed ETL pipelines for Healthcare clients, improving key metrics by 25%.
- Tech: HTML, Tailwind, Redux, Figma, REST APIs.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, JavaScript, Next.js, REST APIs, React, Redux, Tailwind, Testing Library, TypeScript
    Education: PhD in Data Science"
CAND-1081,Sam Johnson,frontend,Frontend Engineer,5,Mid,"Seattle, WA",Requires Sponsorship,EdTech,Cypress;Figma;HTML;JavaScript;REST APIs;React;Redux;Testing Library;TypeScript,BS,Information Systems,2025-03-06,"Sam Johnson — Frontend Engineer
    Location: Seattle, WA
    Summary: Frontend Engineer with 5 years of experience in EdTech. Strong in Cypress, Figma, HTML, JavaScript.

    Experience:
    Globex (EdTech) — Frontend Engineer
    - Automated experiment frameworks for Insurance clients, improving key metrics by 15%.
- Analyzed dashboards for Media clients, improving key metrics by 15%.
- Migrated customer segmentation for Insurance clients, improving key metrics by 25%.
- Improved API services for Retail clients, improving key metrics by 35%.
- Built customer segmentation for Healthcare clients, improving key metrics by 2x.
- Tech: REST APIs, Redux, React, Figma, Next.js.

    Skills: Cypress, Figma, HTML, JavaScript, REST APIs, React, Redux, Testing Library, TypeScript
    Education: BS in Information Systems"
CAND-1082,Priya Smith,data_analyst,Analytics Engineer,10,Senior,"Seattle, WA",No Sponsorship Needed,Insurance,A/B testing;Airflow;BigQuery;Data modeling;Data visualization;Excel;Jupyter;Looker;Pandas;PostgreSQL;Power BI;Snowflake;Statistics;dbt,BS,Mathematics,2025-04-16,"Priya Smith — Analytics Engineer
    Location: Seattle, WA
    Summary: Analytics Engineer with 10 years of experience in Insurance. Strong in A/B testing, Airflow, BigQuery, Data modeling.

    Experience:
    Globex (Insurance) — Analytics Engineer
    - Implemented recommendation models for Healthcare clients, improving key metrics by 35%.
- Delivered experiment frameworks for Logistics clients, improving key metrics by 35%.
- Analyzed data quality checks for Logistics clients, improving key metrics by 15%.
- Migrated vector indexes for Cybersecurity clients, improving key metrics by 25%.
- Tech: Python, Looker, Data visualization, BigQuery, Power BI.

    Skills: A/B testing, Airflow, BigQuery, Data modeling, Data visualization, Excel, Jupyter, Looker, Pandas, PostgreSQL, Power BI, Snowflake, Statistics, dbt
    Education: BS in Mathematics"
CAND-1083,Zoe Moore,data_analyst,Senior Data Analyst,3,Mid,Remote,Green Card,Cybersecurity,A/B testing;Airflow;Dashboarding;ETL;Jupyter;PostgreSQL;Power BI;SQL;Snowflake;dbt,BS,Information Systems,2025-09-10,"Zoe Moore — Analytics Engineer
    Location: Remote
    Summary: Analytics Engineer with 3 years of experience in Cybersecurity. Strong in A/B testing, Airflow, Dashboarding, ETL.

    Experience:
    Stark Systems (Cybersecurity) — Analytics Engineer
    - Migrated retrieval pipelines for Insurance clients, improving key metrics by 35%.
- Improved fraud detection models for Cybersecurity clients, improving key metrics by 15%.
- Analyzed data quality checks for Media clients, improving key metrics by 20%.
- Implemented ETL pipelines for Media clients, improving key metrics by 10%.
- Tech: BigQuery, Power BI, Jupyter, SQL, Looker.

    Skills: A/B testing, Airflow, Dashboarding, ETL, Jupyter, PostgreSQL, Power BI, SQL, Snowflake, dbt
    Education: BS in Information Systems"
CAND-1084,Ethan White,genai,AI Engineer,0,Junior,"Chicago, IL",No Sponsorship Needed,FinTech,Azure OpenAI;Chroma;FAISS;FastAPI;Kubernetes;LLMs;LangChain;Pinecone;Python;RAG;Vector databases,PhD,Statistics,2025-06-27,"Ethan White — GenAI Engineer
    Location: Chicago, IL
    Summary: GenAI Engineer with 0 years of experience in FinTech. Strong in Azure OpenAI, Chroma, FAISS, FastAPI.

    Experience:
    Wonka Digital (FinTech) — GenAI Engineer
    - Analyzed data quality checks for E-commerce clients, improving key metrics by 3x.
- Deployed monitoring alerts for Logistics clients, improving key metrics by 35%.
- Built LLM-powered assistants for E-commerce clients, improving key metrics by 20%.
- Delivered experiment frameworks for Insurance clients, improving key metrics by 50%.
- Optimized vector indexes for Logistics clients, improving key metrics by 50%.
- Tech: Evaluation, Docker, Python, Kubernetes, OpenAI API.

    Skills: Azure OpenAI, Chroma, FAISS, FastAPI, Kubernetes, LLMs, LangChain, Pinecone, Python, RAG, Vector databases
    Education: PhD in Statistics"
CAND-1085,Mia Thomas,backend,Senior Software Engineer,2,Junior,Remote,No Sponsorship Needed,Insurance,AWS;CI/CD;Django;FastAPI;Flask;Kubernetes;PostgreSQL;REST APIs;Redis;Terraform,PhD,Mathematics,2025-03-28,"Mia Thomas — Software Engineer
    Location: Remote
    Summary: Software Engineer with 2 years of experience in Insurance. Strong in AWS, CI/CD, Django, FastAPI.

    Experience:
    Globex (Insurance) — Software Engineer
    - Analyzed vector indexes for Media clients, improving key metrics by 3x.
- Delivered retrieval pipelines for Logistics clients, improving key metrics by 10%.
- Designed forecasting pipelines for EdTech clients, improving key metrics by 35%.
- Tech: PostgreSQL, Kafka, gRPC, CI/CD, Microservices.

    Skills: AWS, CI/CD, Django, FastAPI, Flask, Kubernetes, PostgreSQL, REST APIs, Redis, Terraform
    Education: PhD in Mathematics"
CAND-1086,Morgan Garcia,genai,LLM Engineer,3,Mid,"Dallas, TX",Requires Sponsorship,Media,Chroma;Evaluation;FAISS;Guardrails;Kubernetes;LLMs;LangChain;OpenAI API;Pinecone;Prompt engineering;Python;RAG;Vector databases;Vertex AI,BS,Electrical Engineering,2025-04-24,"Morgan Garcia — GenAI Engineer
    Location: Dallas, TX
    Summary: GenAI Engineer with 3 years of experience in Media. Strong in Chroma, Evaluation, FAISS, Guardrails.

    Experience:
    Stark Systems (Media) — GenAI Engineer
    - Optimized vector indexes for EdTech clients, improving key metrics by 25%.
- Analyzed API services for Media clients, improving key metrics by 2x.
- Implemented API services for Cybersecurity clients, improving key metrics by 35%.
- Implemented monitoring alerts for Media clients, improving key metrics by 10%.
- Implemented vector indexes for Healthcare clients, improving key metrics by 3x.
- Tech: Pinecone, Azure OpenAI, Kubernetes, Docker, Evaluation.

    Skills: Chroma, Evaluation, FAISS, Guardrails, Kubernetes, LLMs, LangChain, OpenAI API, Pinecone, Prompt engineering, Python, RAG, Vector databases, Vertex AI
    Education: BS in Electrical Engineering"
CAND-1087,Zoe Brown,ml_engineer,Senior ML Engineer,4,Mid,"San Francisco, CA",Green Card,Cybersecurity,Chroma;FAISS;Feature engineering;GCP;Kubernetes;LangChain;MLflow;Monitoring;Pinecone;PyTorch;RAG;TensorFlow;Vertex AI;scikit-learn,Bootcamp,Computer Science,2025-12-02,"Zoe Brown — Senior ML Engineer
    Location: San Francisco, CA
    Summary: Senior ML Engineer with 4 years of experience in Cybersecurity. Strong in Chroma, FAISS, Feature engineering, GCP.

    Experience:
    Stark Systems (Cybersecurity) — Senior ML Engineer
    - Delivered forecasting pipelines for EdTech clients, improving key metrics by 2x.
- Implemented experiment frameworks for Cybersecurity clients, improving key metrics by 35%.
- Automated vector indexes for EdTech clients, improving key metrics by 2x.
- Built dashboards for Logistics clients, improving key metrics by 25%.
- Tech: Kubernetes, Docker, Pinecone, LangChain, PyTorch.

    Skills: Chroma, FAISS, Feature engineering, GCP, Kubernetes, LangChain, MLflow, Monitoring, Pinecone, PyTorch, RAG, TensorFlow, Vertex AI, scikit-learn
    Education: Bootcamp in Computer Science"
CAND-1088,Morgan Davis,backend,Backend Engineer,6,Senior,"Seattle, WA",Requires Sponsorship,Cybersecurity,Docker;FastAPI;Flask;GCP;Java;Kubernetes;PostgreSQL;Python;Redis;Spring;gRPC,MS,Information Systems,2025-08-18,"Morgan Davis — Software Engineer
    Location: Seattle, WA
    Summary: Software Engineer with 6 years of experience in Cybersecurity. Strong in Docker, FastAPI, Flask, GCP.

    Experience:
    Initech (Cybersecurity) — Software Engineer
    - Migrated customer segmentation for E-commerce clients, improving key metrics by 10%.
- Designed dashboards for Logistics clients, improving key metrics by 10%.
- Improved monitoring alerts for Retail clients, improving key metrics by 3x.
- Tech: Django, Kafka, Terraform, Docker, Kubernetes.

    Skills: Docker, FastAPI, Flask, GCP, Java, Kubernetes, PostgreSQL, Python, Redis, Spring, gRPC
    Education: MS in Information Systems"
CAND-1089,Sam Patel,data_analyst,BI Analyst,3,Mid,"Chicago, IL",H1B,E-commerce,Airflow;Dashboarding;Data modeling;Jupyter;Looker;SQL;Snowflake;Tableau;dbt,Bootcamp,Mathematics,2025-05-13,"Sam Patel — Data Analyst
    Location: Chicago, IL
    Summary: Data Analyst with 3 years of experience in E-commerce. Strong in Airflow, Dashboarding, Data modeling, Jupyter.

    Experience:
    Acme Corp (E-commerce) — Data Analyst
    - Designed vector indexes for FinTech clients, improving key metrics by 20%.
- Designed LLM-powered assistants for Retail clients, improving key metrics by 25%.
- Designed customer segmentation for Cybersecurity clients, improving key metrics by 10%.
- Implemented fraud detection models for Logistics clients, improving key metrics by 20%.
- Migrated vector indexes for Media clients, improving key metrics by 35%.
- Tech: Data visualization, Power BI, PostgreSQL, Tableau, Jupyter.

    Skills: Airflow, Dashboarding, Data modeling, Jupyter, Looker, SQL, Snowflake, Tableau, dbt
    Education: Bootcamp in Mathematics"
CAND-1090,Emma Wilson,data_analyst,Data Analyst,3,Mid,"Chicago, IL",US Citizen,Logistics,A/B testing;Airflow;Dashboarding;Data visualization;ETL;Excel;Jupyter;Looker;PostgreSQL;SQL;Snowflake;Statistics;Tableau;dbt,BS,Mathematics,2025-12-16,"Emma Wilson — Analytics Engineer
    Location: Chicago, IL
    Summary: Analytics Engineer with 3 years of experience in Logistics. Strong in A/B testing, Airflow, Dashboarding, Data visualization.

    Experience:
    Initech (Logistics) — Analytics Engineer
    - Analyzed ETL pipelines for Logistics clients, improving key metrics by 35%.
- Optimized forecasting pipelines for Logistics clients, improving key metrics by 10%.
- Improved dashboards for E-commerce clients, improving key metrics by 35%.
- Tech: Python, ETL, Snowflake, dbt, PostgreSQL.

    Skills: A/B testing, Airflow, Dashboarding, Data visualization, ETL, Excel, Jupyter, Looker, PostgreSQL, SQL, Snowflake, Statistics, Tableau, dbt
    Education: BS in Mathematics"
CAND-1091,Liam Patel,data_analyst,Data Analyst,2,Junior,"Dallas, TX",Requires Sponsorship,EdTech,A/B testing;BigQuery;Dashboarding;Data visualization;Excel;Pandas;Python;Snowflake;Statistics;dbt,PhD,Statistics,2025-06-11,"Liam Patel — Analytics Engineer
    Location: Dallas, TX
    Summary: Analytics Engineer with 2 years of experience in EdTech. Strong in A/B testing, BigQuery, Dashboarding, Data visualization.

    Experience:
    Initech (EdTech) — Analytics Engineer
    - Implemented monitoring alerts for E-commerce clients, improving key metrics by 20%.
- Designed LLM-powered assistants for Cybersecurity clients, improving key metrics by 25%.
- Implemented retrieval pipelines for EdTech clients, improving key metrics by 15%.
- Tech: Airflow, SQL, Power BI, NumPy, Jupyter.

    Skills: A/B testing, BigQuery, Dashboarding, Data visualization, Excel, Pandas, Python, Snowflake, Statistics, dbt
    Education: PhD in Statistics"
CAND-1092,Rahul Patel,genai,Senior AI Engineer,1,Junior,"San Francisco, CA",Requires Sponsorship,EdTech,Azure OpenAI;Docker;Guardrails;LangChain;LangGraph;OpenAI API;Pinecone;Vertex AI,BS,Statistics,2025-10-06,"Rahul Patel — Senior AI Engineer
    Location: San Francisco, CA
    Summary: Senior AI Engineer with 1 years of experience in EdTech. Strong in Azure OpenAI, Docker, Guardrails, LangChain.

    Experience:
    Stark Systems (EdTech) — Senior AI Engineer
    - Migrated recommendation models for FinTech clients, improving key metrics by 20%.
- Implemented customer segmentation for Cybersecurity clients, improving key metrics by 25%.
- Implemented ETL pipelines for EdTech clients, improving key metrics by 25%.
- Optimized data quality checks for FinTech clients, improving key metrics by 10%.
- Analyzed fraud detection models for Retail clients, improving key metrics by 15%.
- Tech: Pinecone, Prompt engineering, Guardrails, Kubernetes, OpenAI API.

    Skills: Azure OpenAI, Docker, Guardrails, LangChain, LangGraph, OpenAI API, Pinecone, Vertex AI
    Education: BS in Statistics"
CAND-1093,Aarthi Wilson,data_analyst,Data Analyst,5,Mid,"Austin, TX",H1B,Cybersecurity,Airflow;BigQuery;Data modeling;Data visualization;ETL;NumPy;Pandas;PostgreSQL;Power BI;Python;SQL;Tableau;dbt,Bootcamp,Data Science,2026-01-14,"Aarthi Wilson — Senior Data Analyst
    Location: Austin, TX
    Summary: Senior Data Analyst with 5 years of experience in Cybersecurity. Strong in Airflow, BigQuery, Data modeling, Data visualization.

    Experience:
    Wonka Digital (Cybersecurity) — Senior Data Analyst
    - Analyzed experiment frameworks for EdTech clients, improving key metrics by 25%.
- Improved ETL pipelines for Insurance clients, improving key metrics by 35%.
- Built data quality checks for Logistics clients, improving key metrics by 3x.
- Analyzed customer segmentation for Healthcare clients, improving key metrics by 3x.
- Tech: Python, Looker, NumPy, Power BI, PostgreSQL.

    Skills: Airflow, BigQuery, Data modeling, Data visualization, ETL, NumPy, Pandas, PostgreSQL, Power BI, Python, SQL, Tableau, dbt
    Education: Bootcamp in Data Science"
CAND-1094,Ethan Lee,ml_engineer,Applied Scientist,1,Junior,"Seattle, WA",US Citizen,Insurance,Azure;CI/CD;Chroma;Feature engineering;GCP;Kubernetes;Monitoring;RAG;TensorFlow;Vertex AI;scikit-learn,MS,Statistics,2025-05-15,"Ethan Lee — ML Engineer
    Location: Seattle, WA
    Summary: ML Engineer with 1 years of experience in Insurance. Strong in Azure, CI/CD, Chroma, Feature engineering.

    Experience:
    Soylent Analytics (Insurance) — ML Engineer
    - Delivered forecasting pipelines for E-commerce clients, improving key metrics by 2x.
- Implemented ETL pipelines for EdTech clients, improving key metrics by 15%.
- Analyzed LLM-powered assistants for Insurance clients, improving key metrics by 15%.
- Deployed LLM-powered assistants for Logistics clients, improving key metrics by 3x.
- Tech: Monitoring, MLflow, CI/CD, FAISS, SageMaker.

    Skills: Azure, CI/CD, Chroma, Feature engineering, GCP, Kubernetes, Monitoring, RAG, TensorFlow, Vertex AI, scikit-learn
    Education: MS in Statistics"
CAND-1095,Jordan White,genai,LLM Engineer,5,Mid,"Chicago, IL",No Sponsorship Needed,Insurance,Azure OpenAI;Chroma;Docker;Guardrails;LangChain;LangGraph;Prompt engineering;Vector databases;Vertex AI,BS,Data Science,2025-06-10,"Jordan White — Senior AI Engineer
    Location: Chicago, IL
    Summary: Senior AI Engineer with 5 years of experience in Insurance. Strong in Azure OpenAI, Chroma, Docker, Guardrails.

    Experience:
    Soylent Analytics (Insurance) — Senior AI Engineer
    - Migrated experiment frameworks for Media clients, improving key metrics by 20%.
- Designed dashboards for E-commerce clients, improving key metrics by 15%.
- Built vector indexes for Insurance clients, improving key metrics by 20%.
- Deployed experiment frameworks for Logistics clients, improving key metrics by 2x.
- Tech: LangChain, Vector databases, LLMs, Azure OpenAI, OpenAI API.

    Skills: Azure OpenAI, Chroma, Docker, Guardrails, LangChain, LangGraph, Prompt engineering, Vector databases, Vertex AI
    Education: BS in Data Science"
